StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Pol_7,W2_Knowledge,Gender,Race,W1_Feeling_1,W1_Actions_1_1,W1_Actions_1_2,W1_Actions_1_3,W1_Actions_1_4,W1_Actions_1_5,W1_Actions_1_6,W1_Actions_1_7,W1_Actions_1_8,W1_Actions_2_1,W1_Actions_2_2,W1_Actions_2_3,W1_Actions_2_4,W1_Actions_2_5,W1_Actions_2_6,W1_Actions_2_7,W2_Feeling_1,W2_Trust_1,W2_Quality_1,W2_Impact,W2_Petition,W2_Meeting,Educ,Birthyear,Home_Region,Marital_Status,Income,Employment_Status,Q96,Industry,Work_Region,Automation_Prob,Automation_Prob,Attention_Sincere,Attention_Honest,mTurk,Block_ID,Wing_Order,Vignette
6/14/2019,6/14/2019,0,100,230,1,6/14/2019,R_3gSi9VoMrpoC0QH,anonymous,EN,1,4,3,2,3,-6, , ,1,1,1,1, , , , , , ,1,1, ,0,0,0,4,4,2,3,1988,1,1,3,3,3,6,1,0.221,0.221,1,5,1995111,O Ind Female,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,276,1,6/14/2019,R_3h9jDRgUrrFEOV1,anonymous,EN,1,2,3,1,5,-8, , , , , , , ,1,1, , , , , , ,-5,-5,-5,3,3,2,6,1985,1,1,8,2,1,12,1,0.0606,0.0606,1,5,9834168,O Lib Male,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,376,1,6/14/2019,R_2EiY7tg2FQpGTfR,anonymous,EN,1,6,3,1,1,6, , , , , ,1, , , , , , , ,1, ,6,4,7,5,2,3,5,1993,2,5,3,2,1,4,2,0.7515,0.7515,2,3,1850368,W Con Male,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,198,1,6/14/2019,R_23LYa9JBy3I4p33,anonymous,EN,1,5,2,2,1,-4, , , , ,1, , , , , , , , , ,1,4,4,6,4,6,5,5,1973,3,1,11,2,2,7,3,0.7142,0.7142,1,5,1041549,W Con Female,W2,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,216,1,6/14/2019,R_zUyONwoFIZrvJcJ,anonymous,EN,1,2,3,2,1,-10, , , , ,1, , , , , , , , , ,1,1,1,2,4,7,7,5,1952,3,5,4,2,1,2,3,0.6777,0.6777,1,5,4568537,W Lib Female,W1,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,113,1,6/14/2019,R_3r1wdo0Cg48lQUA,anonymous,EN,1,2,3,1,3,-10, ,1, , , ,1,1, ,1, , , , , , ,8,0,6,6,1,7,4,1990,2,5,6,2,1,14,2,0.2318,0.2318,1,5,1140082,O Lib Male,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,236,1,6/14/2019,R_3smJOGmN3DgukzT,anonymous,EN,1,2,2,1,4,-4,1, ,1, , , ,1, ,1, , , ,1, , ,-5,-8,-5,2,2,3,6,1987,2,5,11,2,1,2,2,0.6777,0.6777,1,5,32099,O Lib Male,W2,W2_Health_Agency
6/14/2019,6/14/2019,0,100,323,1,6/14/2019,R_cZ9hsdJH7Hnnh29,anonymous,EN,1,1,1,1,3,10, , , , , , ,1, ,1,1, , , , , ,10,10,10,4,5,5,5,1995,2,1,7,3,1,14,2,0.2318,0.2318,1,5,933119,O Lib Male,W1,W2_Courts_Control
6/14/2019,6/14/2019,0,100,160,1,6/14/2019,R_3M9vPWL4gfK3iKt,anonymous,EN,1,3,3,1,1,-10,1, ,1,1,1, , , ,1, , , ,1,1, ,-4,-4,0,4,3,6,5,1989,2,1,8,1,1,12,2,0.0606,0.0606,1,5,3505421,W Lib Male,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,169,1,6/14/2019,R_3NVYQxJRjvGqXpd,anonymous,EN,1,3,3,1,1,-8,1, , , ,1, , , , , , , , , ,1,6,5,5,6,5,5,6,1976,3,3,11,2,3,7,2,0.7142,0.7142,1,5,8323381,W Lib Male,W2,W2_Health_Agency
6/14/2019,6/14/2019,0,100,217,1,6/14/2019,R_2E4wlnPKOdAuSyA,anonymous,EN,1,2,3,1,1,-5, , ,1, ,1, , , , , , , , , ,1,-6,-4,-8,2,4,3,5,1978,3,5,7,1,1,14,3,0.2318,0.2318,1,5,953255,W Lib Male,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,183,1,6/14/2019,R_2yrPRUfELKynqAX,anonymous,EN,1,3,3,2,1,-9, , , , , , , ,1,1, , , , , , ,-5,-7,0,3,3,3,5,1991,2,3,6,2,1,7,2,0.7142,0.7142,1,5,5623904,W Lib Female,W2,W2_Courts_Control
6/14/2019,6/14/2019,0,100,167,1,6/14/2019,R_3Ptq8LcWy8UxYAH,anonymous,EN,1,7,3,1,1,-5, , , , , , , ,1, , , , , , ,1,-7,-6,-7,2,7,7,4,1982,2,5,3,1,2,4,2,0.7515,0.7515,1,5,9866744,W Con Male,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,225,1,6/14/2019,R_1LI0oUpu0NDey3B,anonymous,EN,1,2,2,2,1,-1, , , , , , , ,1, , , , ,1, , ,-3,-4,-4,4,7,5,3,1986,3,1,7,1,1,15,3,0.7837,0.7837,1,5,1942601,W Lib Female,W2,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,166,1,6/14/2019,R_eG8IMU3ufFdxiMh,anonymous,EN,1,1,4,1,1,-10, , ,1, ,1, , , ,1,1, , , , , ,-4,-6,4,5,5,2,5,1996,2,5,4,1,1,12,2,0.0606,0.0606,1,5,1569047,W Lib Male,W1,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,361,1,6/14/2019,R_1DweWnfTW7kzD1t,anonymous,EN,1,5,2,2,1,-10, , ,1, ,1, , , , , , , , , ,1,0,-9,4,4,7,1,5,1950,1,2,8,3,2,7,1,0.7142,0.7142,1,5,6204518,W Con Female,W2,W2_Health_Agency
6/14/2019,6/14/2019,0,100,233,1,6/14/2019,R_11ddQvAgQieeRiF,anonymous,EN,1,4,3,1,1,-3,1, , , ,1, , , , , , , ,1,1, ,0,2,6,6,3,6,2,1991,3,5,3,2,3,13,2,0.2325,0.2325,1,5,8183338,W Ind Male,W1,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,280,1,6/14/2019,R_6EG8HYNpzp2hPAB,anonymous,EN,1,6,2,2,1,-7, , , , , ,1, , , , , , ,1, , ,-1,-2,-1,2,2,3,5,1980,2,3,6,2,2,6,2,0.221,0.221,1,5,3430210,W Con Female,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,553,1,6/14/2019,R_UL2d3sqJVUlApBn,anonymous,EN,1,1,3,1,4,-10, , ,1, , , , , , , , , ,1, , ,-10,-10,-10,1,5,5,5,1992,2,1,4,1,1,6,2,0.221,0.221,1,5,8184722,O Lib Male,W2,W2_Health_Agency
6/14/2019,6/14/2019,0,100,365,1,6/14/2019,R_1Hq2x8aB81Zv8Ny,anonymous,EN,1,4,2,1,1,-6,1, , , ,1, , , , , , , , , ,1,2,0,0,4,4,4,6,1983,3,1,7,2,3,12,2,0.0606,0.0606,1,5,9727555,W Ind Male,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,246,1,6/14/2019,R_8G6M8fIRdg1ydqx,anonymous,EN,1,6,2,1,1,-6, , , , , , , ,1, , , , ,1,1, ,4,2,7,4,4,7,6,1988,3,5,10,2,3,12,3,0.0606,0.0606,1,5,7953374,W Con Male,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,369,1,6/14/2019,R_1DAceQh1zyDpo7h,anonymous,EN,1,7,3,2,1,-10, , , , , , , ,1, , , , , , ,1,-7,-10,-10,3,1,2,4,1966,1,3,4,1,2,5,3,0.66,0.66,1,5,5266190,W Con Female,W1,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,124,1,6/14/2019,R_295qF2pLrxaCqVm,anonymous,EN,1,4,3,1,1,-10,1, , , ,1, , , , , , , , , ,1,-8,-10,-4,3,6,6,5,1969,3,1,12,1,3,7,2,0.7142,0.7142,1,5,8293332,W Ind Male,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,226,1,6/14/2019,R_1r3vMRZOsLQptIf,anonymous,EN,1,3,3,1,4,-6,1, ,1,1,1, ,1, ,1,1,1, , , , ,0,0,0,5,4,2,3,1986,2,5,5,1,1,4,2,0.7515,0.7515,1,5,944238,O Lib Male,W1,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,148,1,6/14/2019,R_2B8TOrAxLCuYdee,anonymous,EN,1,3,2,1,1,-4,1, , , , , , , , , , , , , ,1,0,-3,-3,4,4,6,2,1971,2,1,7,3,1,6,2,0.221,0.221,1,5,6102086,W Lib Male,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,215,1,6/14/2019,R_3sdGApp6v5slnlO,anonymous,EN,1,7,4,1,2,9,1, , , , , , , ,1, ,1, , , , ,9,7,8,5,1,1,6,1991,1,3,1,1,2,1,1,0.6477,0.6477,3,3,9058282,AA Con Male,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,461,1,6/14/2019,R_3KZMUvmyRaZ2vjL,anonymous,EN,1,4,4,2,4,6,1, ,1,1,1, , , ,1, , ,1,1,1, ,7,8,7,6,3,3,6,1990,2,1,3,3,2,10,2,0.1739,0.1739,1,5,4826611,O Ind Female,W1,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,165,1,6/14/2019,R_3kvngyCyXUkEO95,anonymous,EN,1,4,3,1,4,-4,1, , , ,1, , , , , , , , , ,1,0,0,-4,4,4,4,7,1971,2,5,6,1,3,8,2,0.91,0.91,5,5,4476852,O Ind Male,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,273,1,6/14/2019,R_2SoYKzXYRYMClbk,anonymous,EN,1,4,2,2,1,-8,1, , , , , , , ,1, , , ,1, , ,4,0,2,4,4,4,4,1960,2,1,3,1,3,15,2,0.7837,0.7837,1,5,9947058,W Ind Female,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,225,1,6/14/2019,R_2cdzNjnkelwUffo,anonymous,EN,1,1,4,1,3,7,1, , , , , , , ,1, , , , , , ,8,7,9,7,1,1,6,1990,2,1,3,1,2,12,1,0.0606,0.0606,5,2,4954581,O Lib Male,W2,W2_Courts_Control
6/14/2019,6/14/2019,0,100,122,1,6/14/2019,R_1GJRrRb5Eq6w7py,anonymous,EN,1,6,4,1,1,5, ,1, ,1,1, ,1, ,1,1,1, ,1, , ,4,-3,5,6,2,3,5,1992,2,1,3,1,1,13,2,0.2325,0.2325,4,2,4176725,W Con Male,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,98,1,6/14/2019,R_3FUrSMrhUrZ86a3,anonymous,EN,1,3,3,2,1,-7, , ,1,1, ,1, , , , , , , , ,1,-7,-7,-8,3,6,5,5,1982,2,5,1,1,1,13,2,0.2325,0.2325,3,3,4447212,W Lib Female,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,478,1,6/14/2019,R_2Vwnj4pIseReFIt,anonymous,EN,1,2,4,1,2,-7,1, ,1, ,1, , , , , , , , , ,1,-5,-6,-6,2,2,2,5,1989,2,5,5,2,1,6,2,0.221,0.221,1,5,5965283,AA Lib Male,W2,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,252,1,6/14/2019,R_2e2tdqzTJsUamBd,anonymous,EN,1,3,2,2,1,-7,1, , , ,1, , , , , , , , , ,1,-6,-7,3,4,5,7,4,1984,3,5,5,1,3,12,3,0.0606,0.0606,1,5,8242375,W Lib Female,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,519,1,6/14/2019,R_TkgHbkb2QNTsLG9,anonymous,EN,1,1,3,1,1,-8,1, ,1,1, ,1, , , , , ,1, ,1, ,4,-3,4,5,2,3,3,1984,1,5,3,1,2,17,2,0.8274,0.8274,1,5,1962867,W Lib Male,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,163,1,6/14/2019,R_3iCLYgCmMYDGOC6,anonymous,EN,1,6,3,1,3,-9, , ,1, , , ,1, , , , , , , ,1,-9,-7,-7,4,3,6,3,1984,2,5,7,1,3,15,2,0.7837,0.7837,1,5,5456756,O Con Male,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,125,1,6/14/2019,R_1Kl19JzOq6gSvmt,anonymous,EN,1,1,2,1,1,-6,1, , , , , ,1, , , , , , , ,1,-3,-3,-1,4,7,7,5,1982,2,5,4,1,1,12,2,0.0606,0.0606,1,5,2040940,W Lib Male,W1,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,146,1,6/14/2019,R_1kHwqf0uGcSgjvt,anonymous,EN,1,2,3,1,1,-8,1, , , ,1, , , , , , , , , ,1,-7,-5,-1,3,2,4,5,1988,2,5,5,1,1,14,2,0.2318,0.2318,1,5,4368710,W Lib Male,W2,W2_Courts_Control
6/14/2019,6/14/2019,0,100,265,1,6/14/2019,R_2CCI9S7khfoOK5q,anonymous,EN,1,3,3,2,1,-10, , ,1, ,1, , , ,1, , , ,1, , ,-3,-4,-7,4,6,7,2,1983,1,5,9,1,1,15,1,0.7837,0.7837,1,5,1330933,W Lib Female,W2,W2_Courts_Control
6/14/2019,6/14/2019,0,100,244,1,6/14/2019,R_s7n9GUMBG3Rm50d,anonymous,EN,1,3,2,2,1,0, , , ,1, , , , , ,1, , , , , ,-6,-5,-4,4,4,4,5,1989,2,4,3,1,3,14,2,0.2318,0.2318,1,5,8345586,W Lib Female,W2,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,546,1,6/14/2019,R_8wDRXil1MO9B1fj,anonymous,EN,1,6,3,2,1,-6, , ,1, , , , , , , , , , , ,1,-6,-4,-1,4,3,4,4,1992,3,1,10,1,2,13,3,0.2325,0.2325,1,5,6469867,W Con Female,W1,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,177,1,6/14/2019,R_3qZGy6ngosORnQx,anonymous,EN,1,3,2,2,1,-8,1, , , , , , , , , , , , , ,1,6,3,1,5,3,6,6,1984,3,4,7,1,2,7,2,0.7142,0.7142,1,5,4727960,W Lib Female,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,187,1,6/14/2019,R_1FFbfFObsecV7ym,anonymous,EN,1,6,3,2,1,-1, , , , , , , ,1, , , , , , ,1,-6,-4,-6,4,7,7,2,1978,3,5,9,1,2,7,2,0.7142,0.7142,1,5,3563103,W Con Female,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,186,1,6/14/2019,R_2S1Bj7AkQB4GiRA,anonymous,EN,1,6,4,1,2,7,1, , , , , , , ,1, , , , , , ,7,7,7,7,1,2,6,1984,1,1,4,3,1,10,1,0.1739,0.1739,5,4,5950232,AA Con Male,W1,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,487,1,6/14/2019,R_etYhz9OuOLE1YCB,anonymous,EN,1,1,4,1,1,6, , , ,1, , , , ,1, , , , ,1, ,5,5,8,5,3,3,5,1982,2,5,12,1,1,10,2,0.1739,0.1739,1,5,4142858,W Lib Male,W1,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,303,1,6/14/2019,R_3hxQ4PVCxMuDSWF,anonymous,EN,1,4,3,2,1,-2, , , , , , , ,1, , , , , , ,1,-7,-6,-4,4,6,3,5,1970,3,1,10,1,3,13,3,0.2325,0.2325,1,5,6313618,W Ind Female,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,283,1,6/14/2019,R_1M6vxarjcuaZO1s,anonymous,EN,1,7,4,2,2,6,1,1,1,1,1,1,1, ,1,1,1,1,1,1, ,9,6,7,7,1,2,5,1985,2,1,7,1,2,7,2,0.7142,0.7142,5,5,7057262,AA Con Female,W2,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,201,1,6/14/2019,R_1HjmckuCRz2CxBL,anonymous,EN,1,2,1,1,1,-10, , , , , , , ,1, , , , , , ,1,-9,-8,-9,3,6,7,2,1977,2,5,3,1,1,4,2,0.7515,0.7515,1,5,315644,W Lib Male,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,212,1,6/14/2019,R_272MYkZc8ifLJID,anonymous,EN,1,2,3,2,1,-10,1, ,1, ,1, , , ,1, , , , , , ,4,4,4,4,5,3,5,1974,3,1,12,1,1,10,2,0.1739,0.1739,1,5,5621094,W Lib Female,W1,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,162,1,6/14/2019,R_3mjYP3OdcZjFQc9,anonymous,EN,1,6,3,2,1,-10,1, , , ,1, , , ,1, , , , , , ,-10,-10,-10,4,2,3,5,1978,3,1,4,3,2,12,3,0.0606,0.0606,1,5,8104641,W Con Female,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,202,1,6/14/2019,R_3oGVkU2YnWFALnG,anonymous,EN,1,1,4,1,1,-10, ,1,1, ,1,1,1, ,1,1, , ,1,1, ,-2,-2,-2,3,3,3,3,1951,2,3,4,1,1,13,2,0.2325,0.2325,1,5,7878087,W Lib Male,W1,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,319,1,6/14/2019,R_xtn7gqwGrYDLtfj,anonymous,EN,1,3,2,2,1,-8, ,1,1, , , , , ,1, , , ,1, , ,-6,-6,-4,4,5,7,5,1985,3,1,12,1,1,7,3,0.7142,0.7142,1,5,5025989,W Lib Female,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,412,1,6/14/2019,R_123hDNHjFqaJ9ym,anonymous,EN,1,4,3,1,2,-10,1, , , ,1, , , ,1, , , , , , ,-7,-8,0,4,7,7,5,1991,2,5,4,1,3,17,2,0.8274,0.8274,1,5,8692049,AA Ind Male,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,124,1,6/14/2019,R_4MkLVBfnMHJj14d,anonymous,EN,1,2,1,1,1,-6,1, , , ,1, , , , , , , , , ,1,6,4,6,6,4,4,4,1983,3,1,12,1,1,13,3,0.2325,0.2325,1,5,6321769,W Lib Male,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,130,1,6/14/2019,R_6SuoAP9E3OsvNOV,anonymous,EN,1,1,3,1,1,-4, , , , , , , ,1, , , , ,1, , ,-4,-4,-2,4,3,4,6,1969,3,1,12,2,1,6,3,0.221,0.221,1,5,7749106,W Lib Male,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,158,1,6/14/2019,R_1K28eQp5xvzL0mh,anonymous,EN,1,1,4,1,1,-7, , , , ,1, , , , , , , , , ,1,4,6,6,7,1,2,5,1983,3,1,12,2,1,12,2,0.0606,0.0606,5,5,9771830,W Lib Male,W1,W2_Courts_Control
6/14/2019,6/14/2019,0,100,240,1,6/14/2019,R_sX7YwQYLs5e3Kx3,anonymous,EN,1,1,4,2,1,-10, , , , ,1, , , ,1,1,1, , , , ,0,-6,-6,3,3,5,3,1963,3,1,6,1,1,5,3,0.66,0.66,1,5,4887678,W Lib Female,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,305,1,6/14/2019,R_24INqjzVJtsp0GZ,anonymous,EN,1,6,3,2,1,-5,1, ,1, ,1, , , , , , , , , ,1,-9,-9,-9,1,1,2,6,1961,1,1,10,1,2,12,1,0.0606,0.0606,1,5,1140544,W Con Female,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,241,1,6/14/2019,R_dha9i5f2AW1WCZ3,anonymous,EN,1,2,3,1,1,-10,1, , , ,1, , , ,1, , , , , , ,-4,-2,-2,4,5,6,5,1983,3,3,5,2,1,6,3,0.221,0.221,1,5,3952166,W Lib Male,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,493,1,6/14/2019,R_3fDBYyvhQk47ob4,anonymous,EN,1,6,3,1,1,-5,1, , , ,1, , , , , , , ,1, , ,4,3,6,5,3,2,5,1980,2,1,6,1,1,6,2,0.221,0.221,1,5,6674252,W Con Male,W2,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,169,1,6/14/2019,R_1jldCUHNg3gMrlK,anonymous,EN,1,6,2,1,1,-10, , , , ,1, , , ,1, , , , , , ,-6,-4,-5,4,7,7,5,1983,3,1,12,2,2,5,2,0.66,0.66,1,5,9419191,W Con Male,W2,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,287,1,6/14/2019,R_1pG7AmBo7RzyXL4,anonymous,EN,1,4,2,2,1,-10, , , , , , , ,1, , , , , , ,1,-2,-2,-2,4,6,6,6,1974,3,1,12,3,1,13,3,0.2325,0.2325,1,5,7127398,W Ind Female,W2,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,75,1,6/14/2019,R_W7ryVJgbhKSJzEJ,anonymous,EN,1,6,3,1,1,7, ,1, , , , , , , , , , , , ,1,7,4,-2,6,2,5,3,1995,3,5,7,3,3,14,3,0.2318,0.2318,2,4,4780301,W Con Male,W2,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,431,1,6/14/2019,R_0Mp3uExSf8DA0SZ,anonymous,EN,1,4,2,2,1,-6, , , , ,1, , , ,1, , , , , , ,-2,-6,-2,4,1,2,6,1961,3,1,6,1,3,12,1,0.0606,0.0606,1,5,109604,W Ind Female,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,603,1,6/14/2019,R_3GpvRk2dFX3wnZG,anonymous,EN,1,2,3,2,1,-10,1, ,1, ,1, , , , , , , ,1,1, ,-4,-4,-6,3,3,3,3,1991,3,5,5,1,1,15,3,0.7837,0.7837,1,5,8031877,W Lib Female,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,343,1,6/14/2019,R_XZbLc8VBCTMXDah,anonymous,EN,1,3,2,2,1,-9,1, , , , , , ,1,1, , , ,1, , ,-3,-2,-4,5,3,3,4,1990,3,1,8,1,3,13,2,0.2325,0.2325,5,5,4730618,W Lib Female,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,275,1,6/14/2019,R_ZaGH1OlIpvAFgEp,anonymous,EN,1,3,2,1,2,-10, , ,1, , , , , , , , , , , ,1,-7,-7,0,4,5,6,5,1995,1,5,10,1,1,7,1,0.7142,0.7142,1,5,1134886,AA Lib Male,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,277,1,6/14/2019,R_yms6jjzirFzlCaR,anonymous,EN,1,4,3,2,1,-5,1, ,1, ,1, , , , , , , , , ,1,3,3,4,4,7,7,2,1995,2,1,5,1,3,15,2,0.7837,0.7837,1,5,1611226,W Ind Female,W2,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,462,1,6/14/2019,R_1QzsH7lpFf6FDOj,anonymous,EN,1,1,3,2,2,-4, , , , ,1,1, , , ,1, , ,1, , ,-8,-8,-6,3,4,3,5,1989,3,5,3,1,1,12,3,0.0606,0.0606,1,5,7234211,AA Lib Female,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,149,1,6/14/2019,R_2YXt6wNj7SSZHXU,anonymous,EN,1,2,4,2,1,-6, , , , , ,1, , , , , , , , ,1,-4,-4,-4,4,5,6,5,1987,2,5,7,2,1,7,2,0.7142,0.7142,1,5,1963482,W Lib Female,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,247,1,6/14/2019,R_3J8n2hO03pqP9qm,anonymous,EN,1,6,3,2,4,-8,1, ,1, , , , , , , , , ,1, , ,-5,-2,-1,3,2,3,5,1973,3,1,12,1,2,7,2,0.7142,0.7142,1,5,7957306,O Con Female,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,230,1,6/14/2019,R_1pYyt6rQQizexXa,anonymous,EN,1,3,3,1,1,-8, , ,1, , , , , , , , , ,1, , ,2,2,3,4,5,3,3,1964,3,5,5,1,3,13,3,0.2325,0.2325,1,5,5257607,W Lib Male,W2,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,159,1,6/14/2019,R_cOOwiDOKGLJ57cl,anonymous,EN,1,1,2,2,3,-6, ,1,1, , ,1,1, ,1, , , ,1,1, ,-2,4,2,5,4,2,5,1997,2,5,3,1,1,17,2,0.8274,0.8274,1,5,8102258,O Lib Female,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,184,1,6/14/2019,R_2e3kDZoGtudaoCv,anonymous,EN,1,5,3,2,1,-8,1,1,1, ,1, , , , , , , ,1, , ,-2,-5,0,4,3,4,5,1989,3,1,8,2,2,4,2,0.7515,0.7515,1,5,7537653,W Con Female,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,246,1,6/14/2019,R_3RybnQK0OGLublE,anonymous,EN,1,1,2,1,1,-8,1, , , ,1, , , , , , , , , ,1,-9,-9,0,3,2,4,3,1963,2,5,8,1,3,15,2,0.7837,0.7837,1,5,7562659,W Lib Male,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,227,1,6/14/2019,R_2VwmMxlvuHx7goq,anonymous,EN,1,4,2,1,1,-5,1, , ,1,1, ,1, , , , , ,1, , ,0,-1,0,4,3,6,5,1984,3,1,8,2,3,12,3,0.0606,0.0606,1,5,6654564,W Ind Male,W1,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,210,1,6/14/2019,R_1nO8gwdbLeqfKp3,anonymous,EN,1,1,3,2,1,-10, , , , , , , ,1, , , , , , ,1,8,2,5,4,3,5,5,1994,2,5,5,2,1,10,2,0.1739,0.1739,1,5,8804893,W Lib Female,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,394,1,6/14/2019,R_2asDXqdn5ZWee5K,anonymous,EN,1,6,2,2,1,-4, , ,1, ,1, , , ,1, , , , , , ,-4,-6,-6,4,2,4,5,1963,3,1,9,1,2,12,3,0.0606,0.0606,1,5,6931401,W Con Female,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,325,1,6/14/2019,R_1lsCxLXHKsAeqer,anonymous,EN,1,6,2,1,2,4, , ,1, , , , , , , ,1, , , , ,4,4,3,5,3,2,6,1978,2,1,6,3,2,7,2,0.7142,0.7142,2,3,5431965,AA Con Male,W2,W2_Courts_Control
6/14/2019,6/14/2019,0,100,244,1,6/14/2019,R_2feWlxRpl2F3Gvl,anonymous,EN,1,2,3,1,1,-8,1, , , ,1, , , , , , , , , ,1,-6,-7,-4,3,5,3,3,1990,3,5,8,1,1,13,3,0.2325,0.2325,1,5,3765215,W Lib Male,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,434,1,6/14/2019,R_1241RwjMkRheClt,anonymous,EN,1,6,3,1,1,4,1,1, , , , , , ,1, , ,1,1, , ,5,4,2,6,3,2,6,1977,2,1,6,1,1,6,2,0.221,0.221,1,5,6188892,W Con Male,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,181,1,6/14/2019,R_1E0PocdGv8w6XQ2,anonymous,EN,1,2,2,1,1,-8, , , , , ,1, , , , , , ,1, , ,-2,-3,-3,4,3,4,5,1993,2,5,6,2,1,7,2,0.7142,0.7142,1,5,2503406,W Lib Male,W2,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,178,1,6/14/2019,R_1pVZbZsTu7hyMtv,anonymous,EN,1,3,3,1,1,-10,1, ,1, ,1,1,1, ,1, , , ,1, , ,3,2,2,5,4,4,5,1971,2,1,9,1,3,6,2,0.221,0.221,1,5,988054,W Lib Male,W1,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,226,1,6/14/2019,R_2YWXUjwOnUJupVz,anonymous,EN,1,4,1,2,1,-4,1, , , ,1, , , , , ,1, , , , ,0,-2,0,4,4,3,5,1990,3,1,9,1,3,14,2,0.2318,0.2318,1,5,3336751,W Ind Female,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,232,1,6/14/2019,R_3pD6rbofQovWjuN,anonymous,EN,1,1,3,1,1,-10, ,1, , ,1,1,1, , ,1,1, ,1,1, ,-6,-10,-10,3,2,3,5,1957,2,3,4,1,3,7,2,0.7142,0.7142,1,5,9014798,W Lib Male,W1,W2_Health_Control
